movie_title,director_name,imdb_score,duration,genres
Close Encounters of the Third Kind ,Steven Spielberg,7.7,135.0,Drama|Sci-Fi
Pulse ,Jim Sonzero,4.7,90.0,Drama|Horror|Sci-Fi|Thriller
Beverly Hills Cop II ,Tony Scott,6.4,100.0,Action|Comedy|Crime|Thriller
Bringing Down the House ,Adam Shankman,5.5,105.0,Comedy
The Silence of the Lambs ,Jonathan Demme,8.6,138.0,Crime|Drama|Horror|Thriller
Wayne's World ,Penelope Spheeris,7.0,94.0,Comedy|Music
Jackass 3D ,Jeff Tremaine,7.1,101.0,Action|Comedy|Documentary
Jaws 2 ,Jeannot Szwarc,5.7,131.0,Adventure|Horror|Thriller
Beverly Hills Chihuahua ,Raja Gosnell,3.7,91.0,Adventure|Comedy|Drama|Family|Romance
The Conjuring ,James Wan,7.5,112.0,Horror|Mystery|Thriller
Are We There Yet? ,Brian Levant,4.6,95.0,Adventure|Comedy|Family|Romance
Tammy ,Ben Falcone,4.9,100.0,Comedy
Disturbia ,D.J. Caruso,6.9,105.0,Drama|Mystery|Thriller
School of Rock ,Richard Linklater,7.1,108.0,Comedy|Music
Mortal Kombat ,Paul W.S. Anderson,5.8,101.0,Action|Adventure|Fantasy|Sci-Fi|Thriller
Wicker Park ,Paul McGuigan,7.0,114.0,Drama|Mystery|Romance|Thriller
White Chicks ,Keenen Ivory Wayans,5.4,109.0,Comedy|Crime
The Descendants ,Alexander Payne,7.3,115.0,Comedy|Drama
Holes ,Andrew Davis,7.1,117.0,Adventure|Comedy|Drama|Family|Mystery
The Last Song ,Julie Anne Robinson,5.8,107.0,Drama|Family|Music|Romance
12 Years a Slave ,Steve McQueen,8.1,134.0,Biography|Drama|History
Drumline ,Charles Stone III,5.7,118.0,Comedy|Drama|Music|Romance
Why Did I Get Married Too? ,Tyler Perry,4.4,121.0,Comedy|Drama|Romance
Edward Scissorhands ,Tim Burton,7.9,105.0,Fantasy|Romance
Me Before You ,Thea Sharrock,7.6,110.0,Drama|Romance
Madea's Witness Protection ,Tyler Perry,4.8,114.0,Comedy|Crime|Drama
The French Connection ,William Friedkin,7.8,104.0,Action|Crime|Drama|Thriller
Bad Moms ,Jon Lucas,6.7,100.0,Comedy
Date Movie ,Aaron Seltzer,2.7,85.0,Comedy|Romance
Return to Never Land ,Robin Budd,5.8,72.0,Adventure|Animation|Family|Fantasy
Selma ,Ava DuVernay,7.5,128.0,Biography|Drama|History
The Jungle Book 2 ,Steve Trenbirth,5.4,72.0,Adventure|Animation|Family|Musical
Boogeyman ,Stephen Kay,4.1,89.0,Drama|Horror|Mystery|Thriller
Premonition ,Mennan Yapo,5.9,96.0,Drama|Mystery|Thriller
The Tigger Movie ,Jun Falkenstein,6.3,77.0,Animation|Comedy|Drama|Family|Musical
Orphan ,Jaume Collet-Serra,7.0,123.0,Horror|Mystery|Thriller
Max ,Boaz Yakin,6.8,111.0,Adventure|Family
Meet the Browns             ,,3.5,30.0,Comedy
Epic Movie ,Jason Friedberg,2.3,93.0,Adventure|Comedy
Conan the Barbarian ,John Milius,6.9,129.0,Adventure|Fantasy
Spotlight ,Tom McCarthy,8.1,128.0,Biography|Crime|Drama|History
Lakeview Terrace ,Neil LaBute,6.1,110.0,Crime|Drama|Thriller
The Grudge 2 ,Takashi Shimizu,5.0,137.0,Horror|Thriller
How Stella Got Her Groove Back ,Kevin Rodney Sullivan,5.5,124.0,Comedy|Drama|Romance
Bill & Ted's Bogus Journey ,Peter Hewitt,6.2,93.0,Adventure|Comedy|Fantasy|Music|Sci-Fi
Man of the Year ,Barry Levinson,6.2,115.0,Comedy|Drama|Romance|Thriller
The Black Hole ,Gary Nelson,5.9,98.0,Action|Sci-Fi
The American ,Anton Corbijn,6.3,105.0,Crime|Drama|Thriller
Selena ,Gregory Nava,6.7,127.0,Biography|Drama|Music
Vampires Suck ,Jason Friedberg,3.5,82.0,Comedy
Babel ,Alejandro G. Iñárritu,7.5,143.0,Drama
This Is Where I Leave You ,Shawn Levy,6.6,103.0,Comedy|Drama
Doubt ,John Patrick Shanley,7.5,104.0,Drama|Mystery
Team America: World Police ,Trey Parker,7.2,98.0,Action|Comedy
Texas Chainsaw 3D ,John Luessenhop,4.8,92.0,Horror|Thriller
Copycat ,Jon Amiel,6.6,123.0,Crime|Drama|Mystery|Thriller
Scary Movie 5 ,Malcolm D. Lee,3.5,88.0,Comedy
Paint Your Wagon ,Joshua Logan,6.7,158.0,Comedy|Drama|Musical|Romance|Western
Milk ,Gus Van Sant,7.6,128.0,Biography|Drama|History
Risen ,Kevin Reynolds,6.3,107.0,Action|Adventure|Drama|Mystery
Ghost Ship ,Steve Beck,5.5,91.0,Horror
A Very Harold & Kumar 3D Christmas ,Todd Strauss-Schulson,6.3,90.0,Adventure|Comedy
Wild Things ,John McNaughton,6.5,115.0,Crime|Drama|Mystery|Thriller
The Stepfather ,Nelson McCormick,5.6,101.0,Crime|Thriller
The Debt ,John Madden,6.9,113.0,Drama|Thriller
High Fidelity ,Stephen Frears,7.6,113.0,Comedy|Drama|Music|Romance
One Missed Call ,Eric Valette,3.9,87.0,Horror|Mystery
Eye for an Eye ,John Schlesinger,6.1,101.0,Crime|Drama|Thriller
The Bank Job ,Roger Donaldson,7.3,111.0,Crime|Drama|Romance|Thriller
Eternal Sunshine of the Spotless Mind ,Michel Gondry,8.3,108.0,Drama|Fantasy|Romance|Sci-Fi
You Again ,Andy Fickman,5.8,105.0,Comedy|Family|Romance
Street Kings ,David Ayer,6.8,109.0,Action|Crime|Drama|Thriller
The World's End ,Edgar Wright,7.0,109.0,Action|Comedy|Sci-Fi
Nancy Drew ,Andrew Fleming,5.9,99.0,Comedy|Crime|Family|Mystery|Romance|Thriller
Daybreakers ,Michael Spierig,6.5,98.0,Action|Horror|Sci-Fi|Thriller
She's Out of My League ,Jim Field Smith,6.4,104.0,Comedy|Romance
Monte Carlo ,Thomas Bezucha,5.8,109.0,Adventure|Comedy|Family|Romance
Stay Alive ,William Brent Bell,5.1,75.0,Horror|Thriller
Quigley Down Under ,Simon Wincer,6.8,119.0,Action|Adventure|Drama|Romance|Western
Alpha and Omega ,Anthony Bell,5.3,90.0,Adventure|Animation|Comedy|Family|Romance
The Covenant ,Renny Harlin,5.3,97.0,Action|Fantasy|Horror|Thriller
Stick It ,Jessica Bendinger,6.4,103.0,Comedy|Drama|Sport
Shorts ,Robert Rodriguez,4.9,89.0,Comedy|Family|Fantasy
To Die For ,Gus Van Sant,6.8,106.0,Comedy|Crime|Drama
Nerve ,Henry Joost,7.1,96.0,Adventure|Crime|Mystery|Sci-Fi|Thriller
Appaloosa ,Ed Harris,6.8,115.0,Crime|Drama|Western
Vampires ,John Carpenter,6.1,104.0,Action|Horror|Thriller
Yu-Gi-Oh! Duel Monsters             ,,7.0,24.0,Action|Adventure|Animation|Family|Fantasy
Psycho ,Alfred Hitchcock,8.5,108.0,Horror|Mystery|Thriller
My Best Friend's Girl ,Howard Deutch,5.9,112.0,Comedy|Romance
Endless Love ,Shana Feste,6.3,104.0,Drama|Romance
Georgia Rule ,Garry Marshall,5.9,113.0,Comedy|Drama
Under the Rainbow ,Steve Rash,5.4,98.0,Comedy
Ladyhawke ,Richard Donner,7.0,121.0,Adventure|Comedy|Drama|Fantasy
Simon Birch ,Mark Steven Johnson,6.9,114.0,Comedy|Drama|Family
Reign Over Me ,Mike Binder,7.5,124.0,Drama
Into the Wild ,Sean Penn,8.2,148.0,Adventure|Biography|Drama
School for Scoundrels ,Todd Phillips,5.9,108.0,Comedy
Silent Hill: Revelation 3D ,Michael J. Bassett,5.0,95.0,Adventure|Drama|Horror|Mystery|Thriller
From Dusk Till Dawn ,Robert Rodriguez,7.3,108.0,Crime|Fantasy|Horror
Pooh's Heffalump Movie ,Frank Nissen,6.4,68.0,Animation|Family|Fantasy|Mystery
Home for the Holidays ,Jodie Foster,6.6,103.0,Comedy|Drama|Romance
Kung Fu Hustle ,Stephen Chow,7.8,99.0,Action|Comedy|Crime|Fantasy
Fired Up             ,,6.7,30.0,Comedy
The Country Bears ,Peter Hastings,4.0,88.0,Comedy|Family|Music|Musical
The Kite Runner ,Marc Forster,7.6,128.0,Drama
21 Grams ,Alejandro G. Iñárritu,7.7,124.0,Drama
Paparazzi ,Paul Abascal,5.8,84.0,Action|Crime|Drama|Thriller
Twilight ,Catherine Hardwicke,5.2,122.0,Drama|Fantasy|Romance
A Guy Thing ,Chris Koch,5.6,101.0,Comedy|Romance
Loser ,Amy Heckerling,5.3,98.0,Comedy|Romance
Capitalism: A Love Story ,Michael Moore,7.4,105.0,Crime|Documentary|News
The Greatest Story Ever Told ,George Stevens,6.6,225.0,Biography|Drama|History
Secret in Their Eyes ,Billy Ray,6.2,111.0,Crime|Drama|Mystery|Thriller
Disaster Movie ,Jason Friedberg,1.9,88.0,Comedy
Armored ,Nimród Antal,5.7,88.0,Action|Crime|Thriller
The Man Who Knew Too Little ,Jon Amiel,6.6,94.0,Action|Comedy|Crime|Thriller
What's Your Number? ,Mark Mylod,6.0,117.0,Comedy|Romance
Lockout ,James Mather,6.1,95.0,Action|Adventure|Sci-Fi|Thriller
Envy ,Barry Levinson,4.8,99.0,Comedy
Crank: High Voltage ,Mark Neveldine,6.2,96.0,Action|Crime|Sci-Fi|Thriller
Bullets Over Broadway ,Woody Allen,7.5,98.0,Comedy|Crime
One Night with the King ,Michael O. Sajbel,6.3,123.0,Biography|Drama|History
The Quiet American ,Phillip Noyce,7.1,101.0,Drama|Mystery|Romance|Thriller|War
The Weather Man ,Gore Verbinski,6.6,102.0,Comedy|Drama
Undisputed ,Walter Hill,6.1,94.0,Action|Crime|Drama|Sport
Ghost Town ,David Koepp,6.7,102.0,Comedy|Drama|Fantasy|Romance
12 Rounds ,Renny Harlin,5.6,108.0,Action|Crime|Thriller
Let Me In ,Matt Reeves,7.2,116.0,Drama|Fantasy|Horror|Mystery
3 Ninjas Kick Back ,Charles T. Kanganis,4.3,93.0,Action|Comedy|Family
Be Kind Rewind ,Michel Gondry,6.4,102.0,Comedy
Mrs Henderson Presents ,Stephen Frears,7.1,103.0,Comedy|Drama|Music|War
Triple 9 ,John Hillcoat,6.3,115.0,Action|Crime|Drama|Thriller
Deconstructing Harry ,Woody Allen,7.4,96.0,Comedy
Three to Tango ,Damon Santostefano,6.1,98.0,Comedy|Romance
Burnt ,John Wells,6.6,101.0,Comedy|Drama
We're No Angels ,Neil Jordan,6.0,106.0,Comedy|Crime
Everyone Says I Love You ,Woody Allen,6.8,101.0,Comedy|Musical|Romance
Death at a Funeral ,Frank Oz,7.4,87.0,Comedy
Death Sentence ,James Wan,6.8,111.0,Action|Crime|Thriller
Everybody's Fine ,Kirk Jones,7.2,99.0,Adventure|Drama
Superbabies: Baby Geniuses 2 ,Bob Clark,1.9,88.0,Comedy|Family|Sci-Fi
The Man ,Les Mayfield,5.5,83.0,Action|Comedy|Crime
Code Name: The Cleaner ,Les Mayfield,4.5,91.0,Action|Comedy|Crime
Connie and Carla ,Michael Lembeck,6.3,108.0,Comedy|Crime|Music
Sweet Charity ,Bob Fosse,7.0,154.0,Comedy|Drama|Music|Musical|Romance
Inherent Vice ,Paul Thomas Anderson,6.7,148.0,Comedy|Crime|Drama|Mystery|Romance
Doogal ,Dave Borthwick,2.8,77.0,Adventure|Animation|Comedy|Family|Fantasy
Battle of the Year ,Benson Lee,5.0,110.0,Drama|Music
Perception             ,,7.5,42.0,Crime|Drama|Mystery|Thriller
An American Carol ,David Zucker,4.3,83.0,Comedy|Fantasy
Machete Kills ,Robert Rodriguez,5.6,107.0,Action|Comedy|Crime|Thriller
Willard ,Glen Morgan,6.2,100.0,Drama|Horror|Sci-Fi|Thriller
Strange Wilderness ,Fred Wolf,5.3,87.0,Adventure|Comedy
Topsy-Turvy ,Mike Leigh,7.4,154.0,Biography|Comedy|Drama|History|Music|Musical
Little Boy ,Alejandro Monteverde,7.4,106.0,Drama|War
A Dangerous Method ,David Cronenberg,6.5,99.0,Biography|Drama|Thriller
A Scanner Darkly ,Richard Linklater,7.1,100.0,Animation|Drama|Mystery|Sci-Fi|Thriller
Chasing Mavericks ,Michael Apted,7.2,116.0,Biography|Drama|Sport
Alone in the Dark ,Uwe Boll,2.3,94.0,Horror|Sci-Fi
Bandslam ,Todd Graff,6.4,111.0,Comedy|Drama|Family|Music|Romance
Birth ,Jonathan Glazer,6.1,100.0,Drama|Mystery|Romance|Thriller
A Most Violent Year ,J.C. Chandor,7.0,125.0,Action|Crime|Drama|Thriller
Passchendaele ,Paul Gross,6.5,114.0,Drama|History|Romance|War
Flash of Genius ,Marc Abraham,7.0,119.0,Biography|Drama
I'm Not There. ,Todd Haynes,7.0,135.0,Biography|Drama|Music
The Cold Light of Day ,Mabrouk El Mechri,4.9,93.0,Action|Thriller
The Brothers Bloom ,Rian Johnson,6.9,114.0,Adventure|Comedy|Drama|Romance
"Synecdoche, New York ",Charlie Kaufman,7.5,124.0,Comedy|Drama|Romance
Princess Mononoke ,Hayao Miyazaki,8.4,134.0,Adventure|Animation|Fantasy
Bon voyage ,Jean-Paul Rappeneau,6.9,114.0,Comedy|Drama|Mystery|Romance|Thriller|War
Can't Stop the Music ,Nancy Walker,4.5,124.0,Biography|Comedy|Musical
The Proposition ,John Hillcoat,7.4,104.0,Crime|Drama|Western
Courage ,Angelo Pizzo,7.0,118.0,Biography|Drama|Sport
Marci X ,Richard Benjamin,2.8,80.0,Comedy|Music
Equilibrium ,Kurt Wimmer,7.5,107.0,Action|Drama|Sci-Fi|Thriller
The Children of Huang Shi ,Roger Spottiswoode,7.1,125.0,Drama|War
The Yards ,James Gray,6.4,115.0,Crime|Drama|Romance|Thriller
The Oogieloves in the Big Balloon Adventure ,Matthew Diamond,6.7,88.0,Adventure|Family|Fantasy|Musical
By the Sea ,Angelina Jolie Pitt,5.3,122.0,Drama|Romance
Steamboy ,Katsuhiro Ôtomo,6.9,103.0,Action|Adventure|Animation|Family|Sci-Fi|Thriller
The Game of Their Lives ,David Anspaugh,6.2,101.0,Drama|History|Sport
All Good Things ,Andrew Jarecki,6.3,101.0,Crime|Drama|Mystery|Romance|Thriller
Rapa Nui ,Kevin Reynolds,6.4,107.0,Action|Adventure|Drama|History|Romance
CJ7 ,Stephen Chow,6.5,86.0,Comedy|Family|Sci-Fi
Les couloirs du temps: Les visiteurs II ,Jean-Marie Poiré,6.0,118.0,Comedy|Family|Fantasy|Sci-Fi
Dylan Dog: Dead of Night ,Kevin Munroe,5.1,107.0,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller
People I Know ,Daniel Algrant,5.5,100.0,Crime|Drama|Mystery
The Doombolt Chase             ,,7.2,30.0,Drama|Family
The Tempest ,Julie Taymor,5.4,110.0,Comedy|Drama|Fantasy|Romance
Regression ,Alejandro Amenábar,5.7,106.0,Crime|Drama|Mystery|Thriller
The Touch ,Jane Clark,5.2,7.0,Romance|Short
Three Kingdoms: Resurrection of the Dragon ,Daniel Lee,6.2,102.0,Action|Drama|History|War
Shattered ,Mike Barker,6.7,98.0,Crime|Drama|Thriller
Zambezia ,Wayne Thornley,5.8,83.0,Adventure|Animation|Comedy|Family
Ramanujan ,Gnana Rajasekaran,7.0,153.0,Biography|Drama|History
Dwegons and Leprechauns ,Tom Walsh,4.8,98.0,Animation
Hands of Stone ,Jonathan Jakubowicz,7.2,105.0,Action|Biography|Drama|Sport
Survivor ,James McTeigue,5.6,96.0,Action|Crime|Thriller
The Frozen Ground ,Scott Walker,6.4,105.0,Crime|Drama|Mystery|Thriller
The Painted Veil ,John Curran,7.5,125.0,Drama|Romance
The Baader Meinhof Complex ,Uli Edel,7.4,184.0,Action|Biography|Crime|Drama
Dances with Wolves ,Kevin Costner,8.0,236.0,Adventure|Drama|Western
Bad Teacher ,Jake Kasdan,5.7,97.0,Comedy
Sea of Love ,Harold Becker,6.8,113.0,Crime|Drama|Mystery|Thriller
A Cinderella Story ,Mark Rosman,5.9,95.0,Comedy|Family|Romance
Scream ,Wes Craven,7.2,103.0,Horror|Mystery
Thir13en Ghosts ,Steve Beck,5.5,91.0,Horror
The Shining ,Stanley Kubrick,8.4,146.0,Drama|Horror
Back to the Future ,Robert Zemeckis,8.5,116.0,Adventure|Comedy|Sci-Fi
House on Haunted Hill ,William Malone,5.6,93.0,Horror|Mystery|Thriller
I Can Do Bad All by Myself ,Tyler Perry,4.1,113.0,Comedy|Drama
Fight Valley ,Rob Hawk,5.0,90.0,Action|Drama
The Switch ,Josh Gordon,6.1,101.0,Comedy|Drama|Romance
Just Married ,Shawn Levy,5.4,95.0,Comedy|Romance
The Devil's Double ,Lee Tamahori,7.1,109.0,Biography|Drama|Thriller
"Gone, Baby, Gone             ",,6.6,43.0,Comedy|Drama|Reality-TV|Romance
Thomas and the Magic Railroad ,Britt Allcroft,3.6,85.0,Adventure|Comedy|Drama|Family|Fantasy
The Crazies ,Breck Eisner,6.5,101.0,Horror|Thriller
Spirited Away ,Hayao Miyazaki,8.6,125.0,Adventure|Animation|Family|Fantasy
Firestorm ,Alan Yuen,6.2,118.0,Action|Crime|Thriller
The Bounty ,Roger Donaldson,7.0,132.0,Action|Adventure|Drama|History|Romance
The Book Thief ,Brian Percival,7.6,131.0,Drama|War
Sex Drive ,Sean Anders,6.5,129.0,Adventure|Comedy|Romance
Leap Year ,Anand Tucker,6.4,100.0,Comedy|Romance
The Fall of the Roman Empire ,Anthony Mann,6.7,172.0,Drama|History|War
Take Me Home Tonight ,Michael Dowse,6.3,97.0,Comedy|Drama|Romance
Won't Back Down ,Daniel Barnz,6.4,121.0,Drama
The Nutcracker ,Emile Ardolino,5.7,92.0,Family|Fantasy|Music
Kansas City ,Robert Altman,6.3,116.0,Crime|Drama|Music|Thriller
Indignation ,James Schamus,7.8,110.0,Drama
The Amityville Horror ,Andrew Douglas,6.0,90.0,Drama|Horror|Mystery|Thriller
Adaptation. ,Spike Jonze,7.7,81.0,Comedy|Drama
Land of the Dead ,George A. Romero,6.2,97.0,Horror
Out of Inferno ,Danny Pang,5.7,107.0,Action
Fear and Loathing in Las Vegas ,Terry Gilliam,7.7,118.0,Adventure|Comedy|Drama
The Invention of Lying ,Ricky Gervais,6.4,100.0,Comedy|Fantasy|Romance
Neighbors ,Nicholas Stoller,6.4,97.0,Comedy
The Mask ,Chuck Russell,6.9,114.0,Action|Comedy|Crime|Fantasy
Big ,Penny Marshall,7.3,130.0,Comedy|Drama|Family|Fantasy|Romance
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Larry Charles,7.3,82.0,Comedy
Legally Blonde ,Robert Luketic,6.2,96.0,Comedy|Romance
Star Trek III: The Search for Spock ,Leonard Nimoy,6.6,105.0,Action|Adventure|Sci-Fi
The Exorcism of Emily Rose ,Scott Derrickson,6.7,122.0,Drama|Horror|Thriller
Deuce Bigalow: Male Gigolo ,Mike Mitchell,5.7,88.0,Comedy|Romance
Left Behind ,Vic Armstrong,3.1,110.0,Action|Drama|Fantasy|Mystery|Thriller
The Family Stone ,Thomas Bezucha,6.3,103.0,Comedy|Drama|Romance
Barbershop 2: Back in Business ,Kevin Rodney Sullivan,5.7,106.0,Comedy|Drama
Bad Santa ,Terry Zwigoff,7.1,98.0,Comedy|Crime|Drama
Austin Powers: International Man of Mystery ,Jay Roach,7.0,68.0,Comedy|Crime
My Big Fat Greek Wedding 2 ,Kirk Jones,6.1,94.0,Comedy|Family|Romance
Diary of a Wimpy Kid: Rodrick Rules ,David Bowers,6.6,99.0,Comedy|Family
Predator ,John McTiernan,7.8,107.0,Action|Horror|Sci-Fi
Amadeus ,Milos Forman,8.3,180.0,Biography|Drama|History|Music
Prom Night ,Nelson McCormick,3.9,89.0,Horror|Mystery
Mean Girls ,Mark Waters,7.0,97.0,Comedy
Under the Tuscan Sun ,Audrey Wells,6.7,113.0,Comedy|Drama|Romance
Gosford Park ,Robert Altman,7.3,131.0,Drama|Mystery
The O.C.             ,,7.5,44.0,Comedy|Drama|Romance
Peggy Sue Got Married ,Francis Ford Coppola,6.3,103.0,Comedy|Drama|Fantasy|Romance
Birdman or (The Unexpected Virtue of Ignorance) ,Alejandro G. Iñárritu,7.8,119.0,Comedy|Drama|Romance
Blue Jasmine ,Woody Allen,7.3,98.0,Drama
United 93 ,Paul Greengrass,7.6,111.0,Drama|History|Thriller
Honey ,Bille Woodruff,5.3,94.0,Drama|Music|Romance
Glory ,Edward Zwick,7.9,122.0,Drama|History|War
Spy Hard ,Rick Friedberg,5.3,81.0,Action|Comedy
The Fog ,John Carpenter,6.8,89.0,Fantasy|Horror
Soul Surfer ,Sean McNamara,7.1,106.0,Biography|Drama|Family|Sport
Catch-22 ,Mike Nichols,7.2,122.0,Comedy|Drama|War
Observe and Report ,Jody Hill,5.8,86.0,Comedy|Crime|Drama
Conan the Destroyer ,Richard Fleischer,5.8,103.0,Action|Adventure|Fantasy
Raging Bull ,Martin Scorsese,8.3,121.0,Biography|Drama|Sport
Love Happens ,Brandon Camp,5.6,109.0,Drama|Romance
Young Sherlock Holmes ,Barry Levinson,6.8,109.0,Adventure|Fantasy|Mystery|Thriller
Fame ,Kevin Tancharoen,5.0,123.0,Comedy|Drama|Musical|Romance
127 Hours ,Danny Boyle,7.6,94.0,Adventure|Biography|Drama|Thriller
Small Time Crooks ,Woody Allen,6.7,94.0,Comedy|Crime
Center Stage ,Nicholas Hytner,6.7,115.0,Drama|Music|Romance
Love the Coopers ,Jessie Nelson,5.7,107.0,Comedy
Catch That Kid ,Bart Freundlich,5.2,91.0,Comedy|Crime
Life as a House ,Irwin Winkler,7.5,125.0,Drama
Steve Jobs ,Danny Boyle,7.2,122.0,Biography|Drama
"I Love You, Beth Cooper ",Chris Columbus,5.3,102.0,Comedy|Romance
Youth in Revolt ,Miguel Arteta,6.5,90.0,Comedy|Drama|Romance
The Legend of the Lone Ranger ,William A. Fraker,5.0,98.0,Action|Adventure|Western
The Tailor of Panama ,John Boorman,6.1,109.0,Drama|Thriller
Blow Out ,Brian De Palma,7.4,107.0,Mystery|Thriller
Getaway ,Courtney Solomon,4.4,90.0,Action|Crime|Thriller
The Ice Storm ,Ang Lee,7.5,112.0,Drama
And So It Goes ,Rob Reiner,5.7,94.0,Comedy|Drama|Romance
Troop Beverly Hills ,Jeff Kanew,5.5,105.0,Adventure|Comedy
Being Julia ,István Szabó,7.1,104.0,Comedy|Drama|Romance
9½ Weeks ,Adrian Lyne,5.9,112.0,Drama|Romance
Dragonslayer ,Matthew Robbins,6.7,108.0,Action|Adventure|Fantasy
The Last Station ,Michael Hoffman,7.0,112.0,Biography|Drama|Romance
Ed Wood ,Tim Burton,7.9,127.0,Biography|Comedy|Drama
Labor Day ,Jason Reitman,6.9,111.0,Drama
Mongol: The Rise of Genghis Khan ,Sergey Bodrov,7.3,126.0,Adventure|Biography|Drama|History|War
RocknRolla ,Guy Ritchie,7.3,114.0,Action|Crime|Thriller
Megaforce ,Hal Needham,3.5,99.0,Action|Sci-Fi
Hamlet ,Kenneth Branagh,7.8,150.0,Drama
Mao's Last Dancer ,Bruce Beresford,7.4,117.0,Biography|Drama|Music|Romance
Midnight Special ,Jeff Nichols,6.7,112.0,Adventure|Drama|Sci-Fi|Thriller
Anything Else ,Woody Allen,6.4,108.0,Comedy|Romance
The Railway Man ,Jonathan Teplitzky,7.1,116.0,Biography|Drama|Romance|War
Unforgettable             ,,6.7,60.0,Drama|Mystery
The White Ribbon ,Michael Haneke,7.8,144.0,Drama|Mystery
Restoration ,Zack Ward,4.0,92.0,Horror
The Wraith ,Mike Marvin,5.9,93.0,Action|Horror|Romance|Sci-Fi|Thriller
The Salton Sea ,D.J. Caruso,7.2,103.0,Crime|Drama|Mystery|Thriller
Metallica Through the Never ,Nimród Antal,7.2,93.0,Music
The Informers ,Gregor Jordan,5.1,98.0,Crime|Drama|Thriller
Carlos             ,,7.7,334.0,Biography|Crime|Drama|Thriller
I Come with the Rain ,Tran Anh Hung,5.5,114.0,Thriller
One Man's Hero ,Lance Hool,6.2,121.0,Action|Drama|History|Romance|War|Western
Day of the Dead ,George A. Romero,7.2,87.0,Horror
I Am Wrath ,Chuck Russell,5.2,92.0,Action|Crime|Drama|Thriller
Renaissance ,Christian Volckman,6.7,105.0,Action|Animation|Sci-Fi|Thriller
Forsaken ,Jon Cassar,6.3,90.0,Drama|Western
Red Sonja ,Richard Fleischer,5.0,89.0,Action|Adventure|Fantasy
Red Lights ,Rodrigo Cortés,6.2,114.0,Drama|Horror|Mystery|Thriller
Superbad ,Greg Mottola,7.6,119.0,Comedy
Madea Goes to Jail ,Tyler Perry,4.1,103.0,Comedy|Crime|Drama
Wolves ,David Hayter,5.3,91.0,Action|Horror
Step Up 2: The Streets ,Jon M. Chu,6.2,98.0,Drama|Music|Musical|Romance
Hoodwinked! ,Cory Edwards,6.5,80.0,Action|Animation|Comedy|Crime|Family
Hotel Rwanda ,Terry George,8.1,121.0,Drama|History|War
Hitman ,Xavier Gens,6.3,94.0,Action|Crime|Drama|Thriller
Black Nativity ,Kasi Lemmons,4.4,93.0,Drama|Family|Music|Musical
The Prince ,Brian A Miller,4.6,93.0,Action|Thriller
City of Ghosts ,Matt Dillon,6.0,116.0,Crime|Drama|Thriller
The Others ,Alejandro Amenábar,7.6,101.0,Fantasy|Horror|Thriller
Aliens ,James Cameron,8.4,154.0,Action|Adventure|Sci-Fi
My Fair Lady ,George Cukor,7.9,170.0,Drama|Family|Musical|Romance
I Know What You Did Last Summer ,Jim Gillespie,5.6,99.0,Horror|Mystery|Thriller
Let's Be Cops ,Luke Greenfield,6.5,104.0,Comedy
Sideways ,Alexander Payne,7.5,126.0,Adventure|Comedy|Drama|Romance
Beerfest ,Jay Chandrasekhar,6.3,110.0,Comedy
Halloween ,John Carpenter,7.9,101.0,Horror|Thriller
Hero ,Yimou Zhang,7.9,80.0,Action|Adventure|History
Good Boy! ,John Hoffman,5.1,87.0,Comedy|Drama|Family|Fantasy|Sci-Fi
The Best Man Holiday ,Malcolm D. Lee,6.7,123.0,Comedy|Drama
Smokin' Aces ,Joe Carnahan,6.7,109.0,Action|Crime|Drama|Thriller
Saw 3D: The Final Chapter ,Kevin Greutert,5.6,90.0,Horror|Mystery
40 Days and 40 Nights ,Michael Lehmann,5.6,96.0,Comedy|Romance
TRON: Legacy ,Joseph Kosinski,6.8,125.0,Action|Adventure|Sci-Fi
A Night at the Roxbury ,John Fortenberry,6.2,82.0,Comedy|Music|Romance
Beastly ,Daniel Barnz,5.6,86.0,Drama|Fantasy|Romance
The Hills Have Eyes ,Alexandre Aja,6.4,108.0,Horror
Dickie Roberts: Former Child Star ,Sam Weisman,5.6,98.0,Comedy
"McFarland, USA ",Niki Caro,7.4,129.0,Biography|Drama|Sport
Lottery Ticket ,Erik White,4.9,99.0,Comedy
ATL ,Chris Robinson,6.0,105.0,Comedy|Crime|Drama|Music|Romance
Pitch Perfect ,Jason Moore,7.2,112.0,Comedy|Music|Romance
Summer Catch ,Michael Tollin,4.9,108.0,Comedy|Drama|Romance|Sport
A Simple Plan ,Sam Raimi,7.5,121.0,Crime|Drama|Thriller
They ,Robert Harmon,4.8,89.0,Horror|Mystery|Thriller
Larry the Cable Guy: Health Inspector ,Trent Cooper,3.1,89.0,Comedy|Romance
The Adventures of Elmo in Grouchland ,Gary Halvorson,5.8,73.0,Adventure|Comedy|Family|Fantasy|Musical
Brooklyn's Finest ,Antoine Fuqua,6.7,132.0,Crime|Drama|Thriller
55 Days at Peking ,Nicholas Ray,6.8,154.0,Action|Adventure|Drama|History|War
Evil Dead ,Fede Alvarez,6.5,96.0,Horror
My Life in Ruins ,Donald Petrie,5.9,98.0,Comedy|Romance
American Dreamz ,Paul Weitz,5.5,107.0,Comedy|Music
