movie_title,imdb_score,title_year
Smilla's Sense of Snow ,6.4,1997.0
Femme Fatale ,6.3,2002.0
Lion of the Desert ,8.4,1980.0
The Horseman on the Roof ,7.1,1995.0
Ride with the Devil ,6.8,1999.0
Biutiful ,7.5,2010.0
The Lovers ,4.5,2015.0
Bandidas ,5.7,2006.0
Black Water Transit ,7.2,2009.0
The Maze Runner ,6.8,2014.0
Unfinished Business ,5.4,2015.0
The Age of Innocence ,7.2,1993.0
The Fountain ,7.3,2006.0
Chill Factor ,5.2,1999.0
Stolen ,5.5,2012.0
Ponyo ,7.7,2008.0
The Longest Ride ,7.1,2015.0
The Astronaut's Wife ,5.3,1999.0
I Dreamed of Africa ,5.6,2000.0
Playing for Keeps ,5.7,2012.0
Mandela: Long Walk to Freedom ,7.1,2013.0
Reds ,7.5,1981.0
A Few Good Men ,7.6,1992.0
Exit Wounds ,5.5,2001.0
Big Momma's House ,5.1,2000.0
Thunder and the House of Magic ,6.3,2013.0
The Darkest Hour ,4.9,2011.0
Step Up Revolution ,6.5,2012.0
Snakes on a Plane ,5.6,2006.0
The Watcher ,5.3,2000.0
The Punisher ,6.5,2004.0
Goal! The Dream Begins ,6.8,2005.0
Safe ,6.5,2012.0
Pushing Tin ,6.0,1999.0
Star Wars: Episode VI - Return of the Jedi ,8.4,1983.0
Doomsday ,6.0,2008.0
The Reader ,7.6,2008.0
Wanderlust ,5.6,2012.0
Elf ,6.9,2003.0
Phenomenon ,6.4,1996.0
Snow Dogs ,5.1,2002.0
Scrooged ,7.0,1988.0
Nacho Libre ,5.7,2006.0
Bridesmaids ,6.8,2011.0
This Is the End ,6.7,2013.0
Stigmata ,6.2,1999.0
Men of Honor ,7.2,2000.0
Takers ,6.2,2010.0
The Big Wedding ,5.6,2013.0
"Big Mommas: Like Father, Like Son ",4.4,2011.0
Source Code ,7.5,2011.0
Alive ,7.1,1993.0
The Number 23 ,6.4,2007.0
The Young and Prodigious T.S. Spivet ,7.1,2013.0
1941 ,5.9,1979.0
Dreamer: Inspired by a True Story ,6.9,2005.0
A History of Violence ,7.5,2005.0
Transporter 2 ,6.3,2005.0
The Quick and the Dead ,6.4,1995.0
Laws of Attraction ,5.9,2004.0
Bringing Out the Dead ,6.8,1999.0
Repo Men ,6.3,2010.0
Dragon Wars: D-War ,3.6,2007.0
Bogus ,5.3,1996.0
The Incredible Burt Wonderstone ,5.9,2013.0
Cats Don't Dance ,6.9,1997.0
Cradle Will Rock ,6.9,1999.0
The Good German ,6.1,2006.0
George and the Dragon ,5.7,2004.0
Apocalypse Now ,8.5,1979.0
Going the Distance ,6.3,2010.0
Mr. Holland's Opus ,7.3,1995.0
Criminal ,6.3,2016.0
Out of Africa ,7.2,1985.0
Flight ,7.3,2012.0
Moonraker ,6.3,1979.0
The Grand Budapest Hotel ,8.1,2014.0
Hearts in Atlantis ,6.9,2001.0
Arachnophobia ,6.3,1990.0
Frequency ,7.3,2000.0
Ghostbusters ,5.5,2016.0
Vacation ,6.1,2015.0
Get Shorty ,6.9,1995.0
Chicago ,7.2,2002.0
Big Daddy ,6.4,1999.0
American Pie 2 ,6.4,2001.0
Toy Story ,8.3,1995.0
Speed ,7.2,1994.0
The Vow ,6.8,2012.0
Extraordinary Measures ,6.5,2010.0
Remember the Titans ,7.8,2000.0
The Hunt for Red October ,7.6,1990.0
Lee Daniels' The Butler ,7.2,2013.0
Dodgeball: A True Underdog Story ,6.7,2004.0
The Addams Family ,6.8,1991.0
Ace Ventura: When Nature Calls ,6.3,1995.0
The Princess Diaries ,6.2,2001.0
The First Wives Club ,6.2,1996.0
Se7en ,8.6,1995.0
District 9 ,8.0,2009.0
The SpongeBob SquarePants Movie ,7.0,2004.0
Mystic River ,8.0,2003.0
Million Dollar Baby ,8.1,2004.0
Analyze This ,6.7,1999.0
The Notebook ,7.9,2004.0
27 Dresses ,6.1,2008.0
Hannah Montana: The Movie ,4.2,2009.0
Rugrats in Paris: The Movie ,6.1,2000.0
The Prince of Tides ,6.6,1991.0
Legends of the Fall ,7.5,1994.0
Up in the Air ,7.4,2009.0
About Schmidt ,7.2,2002.0
Warm Bodies ,6.9,2013.0
Looper ,7.4,2012.0
Down to Earth ,5.4,2001.0
Babe ,6.8,1995.0
Hope Springs ,6.3,2012.0
Forgetting Sarah Marshall ,7.2,2008.0
Friday Night Lights             ,8.7,
Four Brothers ,6.9,2005.0
Baby Mama ,6.0,2008.0
Hope Floats ,5.9,1998.0
Bride Wars ,5.4,2009.0
Without a Paddle ,5.9,2004.0
13 Going on 30 ,6.1,2004.0
Midnight in Paris ,7.7,2011.0
The Nut Job ,5.8,2014.0
Blow ,7.6,2001.0
Message in a Bottle ,6.1,1999.0
Star Trek V: The Final Frontier ,5.4,1989.0
Like Mike ,5.1,2002.0
Naked Gun 33 1/3: The Final Insult ,6.4,1994.0
A View to a Kill ,6.3,1985.0
The Curse of the Were-Rabbit ,7.5,2005.0
P.S. I Love You ,7.1,2007.0
Racing Stripes ,5.2,2005.0
Atonement ,7.8,2007.0
Letters to Juliet ,6.5,2010.0
Black Rain ,6.6,1989.0
The Three Stooges ,5.1,2012.0
Corpse Bride ,7.4,2005.0
Glory Road ,7.2,2006.0
Sicario ,7.6,2015.0
Southpaw ,7.5,2015.0
Drag Me to Hell ,6.6,2009.0
The Age of Adaline ,7.2,2015.0
Secondhand Lions ,7.6,2003.0
Step Up 3D ,6.2,2010.0
Blue Crush ,5.6,2002.0
Stranger Than Fiction ,7.6,2006.0
30 Days of Night ,6.6,2007.0
The Cabin in the Woods ,7.0,2012.0
Meet the Spartans ,2.7,2008.0
Midnight Run ,7.6,1988.0
The Running Man ,6.6,1987.0
Little Shop of Horrors ,6.9,1986.0
Hanna ,6.8,2011.0
The Family             ,7.5,
Mortal Kombat: Annihilation ,3.7,1997.0
Larry Crowne ,6.1,2011.0
Carrie ,5.9,2013.0
Take the Lead ,6.7,2006.0
Entourage             ,8.5,
Gridiron Gang ,6.9,2006.0
What's the Worst That Could Happen? ,5.5,2001.0
9 ,7.1,2009.0
Side Effects ,7.1,2013.0
The Prince and Me ,5.9,2004.0
Winnie the Pooh ,7.3,2011.0
Dumb and Dumberer: When Harry Met Lloyd ,3.4,2003.0
Bulworth ,6.8,1998.0
Get on Up ,6.9,2014.0
One True Thing ,7.0,1998.0
Virtuosity ,5.5,1995.0
My Super Ex-Girlfriend ,5.1,2006.0
Deliver Us from Evil ,6.2,2014.0
Sanctum ,5.9,2011.0
Little Black Book ,5.2,2004.0
The Five-Year Engagement ,6.2,2012.0
Mr 3000 ,5.5,2004.0
The Next Three Days ,7.4,2010.0
Ultraviolet ,4.4,2006.0
Assault on Precinct 13 ,6.3,2005.0
The Replacement Killers ,6.1,1998.0
Fled ,5.3,1996.0
Eight Legged Freaks ,5.4,2002.0
Love & Other Drugs ,6.7,2010.0
88 Minutes ,5.9,2007.0
North Country ,7.3,2005.0
The Whole Ten Yards ,5.5,2004.0
Splice ,5.8,2009.0
Howard the Duck ,4.6,1986.0
Pride and Glory ,6.7,2008.0
The Cave ,5.1,2005.0
Alex & Emma ,5.6,2003.0
Wicker Park ,7.0,2004.0
Fright Night ,6.4,2011.0
The New World ,6.7,2005.0
Wing Commander ,4.1,1999.0
In Dreams ,5.5,1999.0
Dragonball: Evolution ,2.7,2009.0
The Last Stand ,6.4,2013.0
Godsend ,4.8,2004.0
Chasing Liberty ,6.1,2004.0
Hoodwinked Too! Hood vs. Evil ,4.8,2011.0
An Unfinished Life ,7.0,2005.0
The Imaginarium of Doctor Parnassus ,6.8,2009.0
Barney's Version ,7.3,2010.0
Trapped             ,8.2,
Runner Runner ,5.6,2013.0
Antitrust ,6.1,2001.0
Glory ,7.9,1989.0
Once Upon a Time in America ,8.4,1984.0
Dead Man Down ,6.5,2013.0
The Merchant of Venice ,7.1,2004.0
The Good Thief ,6.6,2002.0
Supercross ,4.0,2005.0
Miss Potter ,7.0,2006.0
The Promise ,5.6,2005.0
DOA: Dead or Alive ,4.8,2006.0
The Assassination of Jesse James by the Coward Robert Ford ,7.5,2007.0
1911 ,6.0,2011.0
Little Nicholas ,7.2,2009.0
Wild Card ,5.6,2015.0
Machine Gun Preacher ,6.8,2011.0
Animals United ,4.9,2010.0
The Color of Freedom ,7.1,2007.0
United Passions ,2.0,2014.0
Grace of Monaco ,5.7,2014.0
A Warrior's Tail ,4.1,2015.0
Ripley's Game ,6.7,2002.0
Sausage Party ,7.5,2016.0
Pitch Perfect 2 ,6.5,2015.0
Walk the Line ,7.9,2005.0
12 Monkeys             ,7.6,
Keeping the Faith ,6.4,2000.0
The Borrowers ,5.8,1997.0
Frost/Nixon ,7.7,2008.0
Confessions of a Dangerous Mind ,7.1,2002.0
Serving Sara ,5.3,2002.0
The Boss ,5.3,2016.0
Cry Freedom ,7.5,1987.0
Mumford ,6.9,1999.0
Seed of Chucky ,4.9,2004.0
The Jacket ,7.1,2005.0
Aladdin ,8.0,1992.0
Straight Outta Compton ,7.9,2015.0
Indiana Jones and the Temple of Doom ,7.6,1984.0
The Rugrats Movie ,5.9,1998.0
Along Came a Spider ,6.3,2001.0
Florence Foster Jenkins ,7.1,2016.0
Once Upon a Time in Mexico ,6.4,2003.0
Die Hard ,8.2,1988.0
Role Models ,6.9,2008.0
The Big Short ,7.8,2015.0
Taking Woodstock ,6.7,2009.0
Miracle ,7.5,2004.0
Dawn of the Dead ,7.4,2004.0
The Wedding Planner ,5.2,2001.0
Harlock: Space Pirate ,6.5,2013.0
The Royal Tenenbaums ,7.6,2001.0
Identity ,7.3,2003.0
Last Vegas ,6.6,2013.0
For Your Eyes Only ,6.8,1981.0
Serendipity ,6.9,2001.0
Timecop ,5.8,1994.0
Zoolander ,6.6,2001.0
Safe Haven ,6.7,2013.0
Hocus Pocus ,6.7,1993.0
No Reservations ,6.3,2007.0
Kick-Ass ,7.7,2010.0
30 Minutes or Less ,6.1,2011.0
Dracula 2000 ,4.9,2000.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",6.2,2014.0
Pride & Prejudice ,7.8,2005.0
Blade Runner ,8.2,1982.0
Rob Roy ,6.9,1995.0
3 Days to Kill ,6.2,2014.0
We Own the Night ,6.9,2007.0
Lost Souls ,4.8,2000.0
Winged Migration ,8.0,2001.0
Just My Luck ,5.3,2006.0
"Mystery, Alaska ",6.7,1999.0
The Spy Next Door ,5.4,2010.0
A Simple Wish ,5.4,1997.0
Ghosts of Mars ,4.9,2001.0
Our Brand Is Crisis ,6.1,2015.0
Pride and Prejudice and Zombies ,5.8,2016.0
Kundun ,7.0,1997.0
How to Lose Friends & Alienate People ,6.5,2008.0
Kick-Ass 2 ,6.6,2013.0
Captain Alatriste: The Spanish Musketeer ,6.1,2006.0
Brick Mansions ,5.7,2014.0
Octopussy ,6.6,1983.0
Knocked Up ,7.0,2007.0
My Sister's Keeper ,7.4,2009.0
"Welcome Home, Roscoe Jenkins ",5.3,2008.0
A Passage to India ,7.4,1984.0
Notes on a Scandal ,7.4,2006.0
Rendition ,6.8,2007.0
Limitless             ,7.9,
Star Trek VI: The Undiscovered Country ,7.2,1991.0
Divine Secrets of the Ya-Ya Sisterhood ,6.0,2002.0
The Jungle Book ,7.8,2016.0
Kiss the Girls ,6.6,1997.0
The Blues Brothers ,7.9,1980.0
The Sisterhood of the Traveling Pants 2 ,6.2,2008.0
Joyful Noise ,5.7,2012.0
About a Boy ,7.1,2002.0
Lake Placid ,5.6,1999.0
Lucky Number Slevin ,7.8,2006.0
The Right Stuff ,7.9,1983.0
Anonymous ,6.9,2011.0
The NeverEnding Story ,7.4,1984.0
Dark City ,7.7,1998.0
The Duchess ,6.9,2008.0
The Honeymooners             ,8.7,
Return to Oz ,6.7,1985.0
The Newton Boys ,6.0,1998.0
Case 39 ,6.2,2009.0
Suspect Zero ,5.9,2004.0
Martian Child ,6.8,2007.0
Spy Kids: All the Time in the World in 4D ,3.6,2011.0
Money Monster ,6.7,2016.0
Formula 51 ,6.3,2001.0
Flawless ,6.4,1999.0
Mindhunters ,6.4,2004.0
What Just Happened ,5.7,2008.0
The Statement ,6.2,2003.0
The Magic Flute ,6.6,2006.0
Paul Blart: Mall Cop ,5.2,2009.0
Freaky Friday ,6.1,2003.0
The 40-Year-Old Virgin ,7.1,2005.0
Shakespeare in Love ,7.2,1998.0
A Walk Among the Tombstones ,6.5,2014.0
Kindergarten Cop ,6.0,1990.0
Pineapple Express ,7.0,2008.0
Ever After: A Cinderella Story ,7.0,1998.0
Open Range ,7.5,2003.0
Flatliners ,6.6,1990.0
It's Always Sunny in Philadelphia             ,8.8,
A Bridge Too Far ,7.4,1977.0
Red Eye ,6.5,2005.0
Final Destination 2 ,6.2,2003.0
"O Brother, Where Art Thou? ",7.8,2000.0
Legion ,5.2,2010.0
Pain & Gain ,6.5,2013.0
In Good Company ,6.5,2004.0
Clockstoppers ,5.2,2002.0
Silverado ,7.2,1985.0
Brothers ,7.1,2009.0
Agent Cody Banks 2: Destination London ,4.5,2004.0
New Year's Eve ,5.7,2011.0
Original Sin ,6.0,2001.0
The Raven ,6.4,2012.0
Welcome to Mooseport ,5.2,2004.0
Highlander: The Final Dimension ,4.3,1994.0
Blood and Wine ,6.1,1996.0
Snow White: A Tale of Terror ,6.3,1997.0
The Curse of the Jade Scorpion ,6.8,2001.0
Accidental Love ,4.0,2015.0
Flipper ,5.2,1996.0
Self/less ,6.5,2015.0
The Constant Gardener ,7.5,2005.0
The Passion of the Christ ,7.1,2004.0
Mrs. Doubtfire ,6.9,1993.0
Rain Man ,8.0,1988.0
Gran Torino ,8.2,2008.0
W. ,6.4,2008.0
Taken ,7.9,2008.0
The Best of Me ,6.7,2014.0
The Bodyguard ,6.1,1992.0
Schindler's List ,8.9,1993.0
The Help ,8.1,2011.0
The Fifth Estate ,6.2,2013.0
Scooby-Doo 2: Monsters Unleashed ,4.9,2004.0
Viy ,5.4,2014.0
Freddy vs. Jason ,5.8,2003.0
The Face of an Angel ,4.7,2014.0
Jimmy Neutron: Boy Genius ,6.0,2001.0
Cloverfield ,7.0,2008.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,6.0,1991.0
The Untouchables ,7.9,1987.0
No Country for Old Men ,8.1,2007.0
Ride Along ,6.2,2014.0
Bridget Jones's Diary ,6.7,2001.0
Chocolat ,7.3,2000.0
"Legally Blonde 2: Red, White & Blonde ",4.6,2003.0
Parental Guidance ,6.1,2012.0
No Strings Attached ,6.2,2011.0
Tombstone ,7.8,1993.0
Romeo Must Die ,6.1,2000.0
The Omen ,7.6,1976.0
Final Destination 3 ,5.8,2006.0
The Lucky One ,6.5,2012.0
Bridge to Terabithia ,7.2,2007.0
Finding Neverland ,7.8,2004.0
A Madea Christmas ,4.7,2013.0
The Grey ,6.8,2011.0
Hide and Seek ,5.9,2005.0
Anchorman: The Legend of Ron Burgundy ,7.2,2004.0
Goodfellas ,8.7,1990.0
Agent Cody Banks ,5.0,2003.0
Nanny McPhee ,6.6,2005.0
Scarface ,8.3,1983.0
Nothing to Lose ,6.7,1997.0
The Last Emperor ,7.8,1987.0
Contraband ,6.5,2012.0
Money Talks ,6.1,1997.0
There Will Be Blood ,8.1,2007.0
The Wild Thornberrys Movie ,5.2,2002.0
Rugrats Go Wild ,5.6,2003.0
Undercover Brother ,5.8,2002.0
The Sisterhood of the Traveling Pants ,6.6,2005.0
Kiss of the Dragon ,6.6,2001.0
The House Bunny ,5.5,2008.0
Beauty Shop ,5.5,2005.0
Million Dollar Arm ,7.0,2014.0
The Giver ,6.5,2014.0
What a Girl Wants ,5.8,2003.0
Jeepers Creepers II ,5.6,2003.0
Good Luck Chuck ,5.6,2007.0
Cradle 2 the Grave ,5.8,2003.0
The Hours ,7.6,2002.0
She's the Man ,6.4,2006.0
Mr. Bean's Holiday ,6.3,2007.0
Anacondas: The Hunt for the Blood Orchid ,4.6,2004.0
Blood Ties ,6.5,2013.0
August Rush ,7.5,2007.0
Elizabeth ,7.5,1998.0
Bride of Chucky ,5.3,1998.0
Tora! Tora! Tora! ,7.5,1970.0
Spice World ,3.3,1997.0
The Sitter ,5.7,2011.0
Dance Flick ,3.5,2009.0
The Shawshank Redemption ,9.3,1994.0
Crocodile Dundee in Los Angeles ,4.8,2001.0
Kingpin ,6.9,1996.0
The Gambler ,6.0,2014.0
August: Osage County ,7.3,2013.0
Ice Princess ,6.0,2005.0
A Lot Like Love ,6.6,2005.0
Eddie the Eagle ,7.5,2016.0
He Got Game ,6.9,1998.0
Don Juan DeMarco ,6.8,1994.0
Shaun the Sheep             ,8.3,
Dear John ,6.3,2010.0
The Losers ,6.4,2010.0
Don't Be Afraid of the Dark ,5.6,2010.0
War ,6.3,2007.0
Punch-Drunk Love ,7.3,2002.0
EuroTrip ,6.6,2004.0
Half Past Dead ,4.6,2002.0
Unaccompanied Minors ,5.1,2006.0
"Bright Lights, Big City ",5.6,1988.0
The Adventures of Pinocchio ,5.3,1996.0
The Greatest Game Ever Played ,7.5,2005.0
The Box ,5.6,2009.0
The Ruins ,5.9,2008.0
The Next Best Thing ,4.7,2000.0
My Soul to Take ,4.8,2010.0
The Girl Next Door ,6.8,2004.0
Maximum Risk ,5.4,1996.0
Stealing Harvard ,5.1,2002.0
Legend ,7.0,2015.0
Hot Rod ,6.7,2007.0
Shark Night 3D ,4.0,2011.0
Angela's Ashes ,7.3,1999.0
Draft Day ,6.8,2014.0
Lifeforce ,6.1,1985.0
The Powerpuff Girls             ,7.2,
The Conspirator ,7.0,2010.0
Lords of Dogtown ,7.1,2005.0
The 33 ,6.9,2015.0
Big Trouble in Little China ,7.3,1986.0
A Perfect Plan ,6.3,2012.0
Warrior ,8.2,2011.0
Michael Collins ,7.1,1996.0
Gettysburg ,7.7,1993.0
Stop-Loss ,6.5,2008.0
Abandon ,4.9,2002.0
Brokedown Palace ,6.4,1999.0
The Possession ,5.9,2012.0
Mrs. Winterbourne ,6.2,1996.0
Straw Dogs ,5.8,2011.0
The Hoax ,6.7,2006.0
Stone Cold ,5.9,1991.0
The Road ,7.3,2009.0
Sheena ,4.8,1984.0
Underclassman ,4.1,2005.0
Say It Isn't So ,4.9,2001.0
The World's Fastest Indian ,7.9,2005.0
Snakes on a Plane ,5.6,2006.0
Tank Girl ,5.2,1995.0
King's Ransom ,4.1,2005.0
Blindness ,6.6,2008.0
BloodRayne ,2.9,2005.0
Carnage ,7.2,2011.0
Where the Truth Lies ,6.5,2005.0
Cirque du Soleil: Worlds Away ,6.8,2012.0
Without Limits ,7.2,1998.0
Me and Orson Welles ,6.8,2008.0
The Best Offer ,7.8,2013.0
Bad Lieutenant: Port of Call New Orleans ,6.7,2009.0
A Turtle's Tale: Sammy's Adventures ,6.1,2010.0
Little White Lies ,7.1,2010.0
Love Ranch ,5.7,2010.0
The True Story of Puss'N Boots ,2.9,2009.0
Space Dogs ,5.2,2010.0
The Counselor ,5.3,2013.0
Ironclad ,6.2,2011.0
Waterloo ,7.3,1970.0
Kung Fu Killer ,6.5,2014.0
Red Sky ,4.1,2014.0
Dangerous Liaisons ,7.7,1988.0
On the Road ,6.1,2012.0
Star Trek IV: The Voyage Home ,7.3,1986.0
Rocky Balboa ,7.2,2006.0
Point Break ,5.3,2015.0
Scream 2 ,6.1,1997.0
Jane Got a Gun ,5.8,2016.0
Think Like a Man Too ,5.7,2014.0
The Whole Nine Yards ,6.7,2000.0
Footloose ,6.5,1984.0
Old School ,7.2,2003.0
The Fisher King ,7.6,1991.0
I Still Know What You Did Last Summer ,4.6,1998.0
Return to Me ,6.9,2000.0
Zack and Miri Make a Porno ,6.6,2008.0
Nurse Betty ,6.3,2000.0
The Men Who Stare at Goats ,6.2,2009.0
Double Take ,5.3,2001.0
"Girl, Interrupted ",7.3,1999.0
Win a Date with Tad Hamilton! ,5.6,2004.0
Muppets from Space ,6.2,1999.0
The Wiz ,5.2,1978.0
Ready to Rumble ,5.3,2000.0
Play It to the Bone ,5.4,1999.0
I Don't Know How She Does It ,4.9,2011.0
Piranha 3D ,5.5,2010.0
Beyond the Sea ,6.7,2004.0
Meet the Deedles ,3.9,1998.0
The Princess and the Cobbler ,7.2,1993.0
The Bridge of San Luis Rey ,5.1,2004.0
Faster ,6.5,2010.0
Howl's Moving Castle ,8.2,2004.0
Zombieland ,7.7,2009.0
King Kong ,7.2,2005.0
The Waterboy ,6.1,1998.0
Star Wars: Episode V - The Empire Strikes Back ,8.8,1980.0
Bad Boys ,6.8,1995.0
The Naked Gun 2½: The Smell of Fear ,6.8,1991.0
Final Destination ,6.7,2000.0
The Ides of March ,7.1,2011.0
Pitch Black ,7.1,2000.0
Someone Like You... ,6.1,2001.0
Her ,8.0,2013.0
Eddie the Eagle ,7.5,2016.0
Joy Ride ,6.6,2001.0
The Adventurer: The Curse of the Midas Box ,5.4,2013.0
Anywhere But Here ,6.1,1999.0
Chasing Liberty ,6.1,2004.0
The Crew ,5.6,2000.0
Haywire ,5.8,2011.0
Jaws: The Revenge ,2.8,1987.0
Marvin's Room ,6.7,1996.0
The Longshots ,5.1,2008.0
The End of the Affair ,7.2,1999.0
Harley Davidson and the Marlboro Man ,6.0,1991.0
In the Valley of Elah ,7.2,2007.0
Coco Before Chanel ,6.7,2009.0
Forsaken ,6.3,2015.0
Chéri ,6.2,2009.0
Rogue             ,6.8,
Vanity Fair ,6.2,2004.0
Bodyguards and Assassins ,6.9,2009.0
1408 ,6.8,2007.0
Spaceballs ,7.1,1987.0
The Water Diviner ,7.1,2014.0
Ghost ,7.0,1990.0
There's Something About Mary ,7.1,1998.0
The Santa Clause ,6.4,1994.0
The Rookie ,7.0,2002.0
The Game Plan ,6.2,2007.0
The Bridges of Madison County ,7.5,1995.0
The Animal ,4.8,2001.0
Gandhi ,8.1,1982.0
The Hundred-Foot Journey ,7.3,2014.0
The Net ,5.8,1995.0
I Am Sam ,7.6,2001.0
Son of God ,5.6,2014.0
Underworld ,7.0,2003.0
Derailed ,6.6,2005.0
The Informant! ,6.5,2009.0
Shadowlands ,7.4,1993.0
Deuce Bigalow: European Gigolo ,4.6,2005.0
Delivery Man ,6.4,2013.0
Victor Frankenstein ,6.0,2015.0
Our Kind of Traitor ,6.4,2016.0
Saving Silverman ,5.9,2001.0
Diary of a Wimpy Kid: Dog Days ,6.4,2012.0
Summer of Sam ,6.6,1999.0
Jay and Silent Bob Strike Back ,6.9,2001.0
The Island ,6.9,2005.0
The Glass House ,5.8,2001.0
"Hail, Caesar! ",6.4,2016.0
Josie and the Pussycats ,5.3,2001.0
Homefront ,6.5,2013.0
The Little Vampire ,5.7,2000.0
I Heart Huckabees ,6.7,2004.0
RoboCop 3 ,3.9,1993.0
Megiddo: The Omega Code 2 ,4.1,2001.0
Darling Lili ,6.2,1970.0
Dudley Do-Right ,3.8,1999.0
The Transporter Refueled ,5.1,2015.0
The Libertine ,6.4,2004.0
Black Book ,7.8,2006.0
Joyeux Noel ,7.8,2005.0
Hit and Run ,6.1,2012.0
Mad Money ,5.8,2008.0
Before I Go to Sleep ,6.3,2014.0
Sorcerer ,7.7,1977.0
Stone ,5.4,2010.0
Molière ,7.3,2007.0
Out of the Furnace ,6.8,2013.0
Michael Clayton ,7.3,2007.0
My Fellow Americans ,6.5,1996.0
Arlington Road ,7.2,1999.0
Underdogs ,6.7,2013.0
To Rome with Love ,6.3,2012.0
Firefox ,5.9,1982.0
South Park: Bigger Longer & Uncut ,7.8,1999.0
Death at a Funeral ,7.4,2007.0
Teenage Mutant Ninja Turtles III ,4.8,1993.0
Hardball ,6.3,2001.0
Silver Linings Playbook ,7.8,2012.0
Freedom Writers ,7.5,2007.0
For Colored Girls ,6.0,2010.0
The Transporter ,6.8,2002.0
Never Back Down ,6.6,2008.0
The Rage: Carrie 2 ,4.6,1999.0
The Bachelor             ,2.9,
Away We Go ,7.1,2009.0
Swing Vote ,6.1,2008.0
Moonlight Mile ,6.7,2002.0
Tinker Tailor Soldier Spy ,7.1,2011.0
Molly ,5.8,1999.0
The Beaver ,6.7,2011.0
The Best Little Whorehouse in Texas ,5.8,1982.0
eXistenZ ,6.8,1999.0
Raiders of the Lost Ark ,8.5,1981.0
Home Alone 2: Lost in New York ,6.6,1992.0
Close Encounters of the Third Kind ,7.7,1977.0
Pulse ,4.7,2006.0
Beverly Hills Cop II ,6.4,1987.0
Bringing Down the House ,5.5,2003.0
The Silence of the Lambs ,8.6,1991.0
Wayne's World ,7.0,1992.0
Jackass 3D ,7.1,2010.0
Jaws 2 ,5.7,1978.0
Beverly Hills Chihuahua ,3.7,2008.0
The Conjuring ,7.5,2013.0
Are We There Yet? ,4.6,2005.0
Tammy ,4.9,2014.0
Disturbia ,6.9,2007.0
School of Rock ,7.1,2003.0
Mortal Kombat ,5.8,1995.0
Wicker Park ,7.0,2004.0
White Chicks ,5.4,2004.0
The Descendants ,7.3,2011.0
Holes ,7.1,2003.0
The Last Song ,5.8,2010.0
12 Years a Slave ,8.1,2013.0
Drumline ,5.7,2002.0
Why Did I Get Married Too? ,4.4,2010.0
Edward Scissorhands ,7.9,1990.0
Me Before You ,7.6,2016.0
Madea's Witness Protection ,4.8,2012.0
The French Connection ,7.8,1971.0
Bad Moms ,6.7,2016.0
Date Movie ,2.7,2006.0
Return to Never Land ,5.8,2002.0
Selma ,7.5,2014.0
The Jungle Book 2 ,5.4,2003.0
Boogeyman ,4.1,2005.0
Premonition ,5.9,2007.0
The Tigger Movie ,6.3,2000.0
Orphan ,7.0,2009.0
Max ,6.8,2015.0
Meet the Browns             ,3.5,
Epic Movie ,2.3,2007.0
Conan the Barbarian ,6.9,1982.0
Spotlight ,8.1,2015.0
Lakeview Terrace ,6.1,2008.0
The Grudge 2 ,5.0,2006.0
How Stella Got Her Groove Back ,5.5,1998.0
Bill & Ted's Bogus Journey ,6.2,1991.0
Man of the Year ,6.2,2006.0
The Black Hole ,5.9,1979.0
The American ,6.3,2010.0
Selena ,6.7,1997.0
Vampires Suck ,3.5,2010.0
Babel ,7.5,2006.0
This Is Where I Leave You ,6.6,2014.0
Doubt ,7.5,2008.0
Team America: World Police ,7.2,2004.0
Texas Chainsaw 3D ,4.8,2013.0
Copycat ,6.6,1995.0
Scary Movie 5 ,3.5,2013.0
Paint Your Wagon ,6.7,1969.0
Milk ,7.6,2008.0
Risen ,6.3,2016.0
Ghost Ship ,5.5,2002.0
A Very Harold & Kumar 3D Christmas ,6.3,2011.0
Wild Things ,6.5,1998.0
The Stepfather ,5.6,2009.0
The Debt ,6.9,2010.0
High Fidelity ,7.6,2000.0
One Missed Call ,3.9,2008.0
Eye for an Eye ,6.1,1996.0
The Bank Job ,7.3,2008.0
Eternal Sunshine of the Spotless Mind ,8.3,2004.0
You Again ,5.8,2010.0
Street Kings ,6.8,2008.0
The World's End ,7.0,2013.0
Nancy Drew ,5.9,2007.0
Daybreakers ,6.5,2009.0
She's Out of My League ,6.4,2010.0
Monte Carlo ,5.8,2011.0
Stay Alive ,5.1,2006.0
Quigley Down Under ,6.8,1990.0
Alpha and Omega ,5.3,2010.0
The Covenant ,5.3,2006.0
Stick It ,6.4,2006.0
Shorts ,4.9,2009.0
To Die For ,6.8,1995.0
Nerve ,7.1,2016.0
Appaloosa ,6.8,2008.0
Vampires ,6.1,1998.0
Yu-Gi-Oh! Duel Monsters             ,7.0,
Psycho ,8.5,1960.0
My Best Friend's Girl ,5.9,2008.0
Endless Love ,6.3,2014.0
Georgia Rule ,5.9,2007.0
Under the Rainbow ,5.4,1981.0
Ladyhawke ,7.0,1985.0
Simon Birch ,6.9,1998.0
Reign Over Me ,7.5,2007.0
Into the Wild ,8.2,2007.0
School for Scoundrels ,5.9,2006.0
Silent Hill: Revelation 3D ,5.0,2012.0
From Dusk Till Dawn ,7.3,1996.0
Pooh's Heffalump Movie ,6.4,2005.0
