movie_title,duration
The Princess and the Cobbler ,80.0
The Bridge of San Luis Rey ,120.0
Faster ,98.0
Howl's Moving Castle ,119.0
Zombieland ,88.0
King Kong ,201.0
The Waterboy ,90.0
Star Wars: Episode V - The Empire Strikes Back ,127.0
Bad Boys ,119.0
The Naked Gun 2½: The Smell of Fear ,85.0
Final Destination ,98.0
The Ides of March ,101.0
Pitch Black ,112.0
Someone Like You... ,97.0
Her ,126.0
Eddie the Eagle ,106.0
Joy Ride ,97.0
The Adventurer: The Curse of the Midas Box ,100.0
Anywhere But Here ,114.0
Chasing Liberty ,101.0
The Crew ,88.0
Haywire ,93.0
Jaws: The Revenge ,92.0
Marvin's Room ,98.0
The Longshots ,94.0
The End of the Affair ,102.0
Harley Davidson and the Marlboro Man ,98.0
In the Valley of Elah ,121.0
Coco Before Chanel ,111.0
Forsaken ,90.0
Chéri ,100.0
Rogue             ,50.0
Vanity Fair ,141.0
Bodyguards and Assassins ,139.0
1408 ,114.0
Spaceballs ,96.0
The Water Diviner ,111.0
Ghost ,127.0
There's Something About Mary ,107.0
The Santa Clause ,97.0
The Rookie ,127.0
The Game Plan ,110.0
The Bridges of Madison County ,135.0
The Animal ,84.0
Gandhi ,240.0
The Hundred-Foot Journey ,122.0
The Net ,114.0
I Am Sam ,132.0
Son of God ,170.0
Underworld ,133.0
Derailed ,112.0
The Informant! ,108.0
Shadowlands ,115.0
Deuce Bigalow: European Gigolo ,83.0
Delivery Man ,105.0
Victor Frankenstein ,110.0
Our Kind of Traitor ,108.0
Saving Silverman ,96.0
Diary of a Wimpy Kid: Dog Days ,94.0
Summer of Sam ,142.0
Jay and Silent Bob Strike Back ,104.0
The Island ,136.0
The Glass House ,106.0
"Hail, Caesar! ",106.0
Josie and the Pussycats ,98.0
Homefront ,100.0
The Little Vampire ,95.0
I Heart Huckabees ,107.0
RoboCop 3 ,104.0
Megiddo: The Omega Code 2 ,104.0
Darling Lili ,143.0
Dudley Do-Right ,77.0
The Transporter Refueled ,96.0
The Libertine ,114.0
Black Book ,145.0
Joyeux Noel ,116.0
Hit and Run ,100.0
Mad Money ,104.0
Before I Go to Sleep ,92.0
Sorcerer ,92.0
Stone ,105.0
Molière ,120.0
Out of the Furnace ,116.0
Michael Clayton ,119.0
My Fellow Americans ,101.0
Arlington Road ,117.0
Underdogs ,106.0
To Rome with Love ,112.0
Firefox ,136.0
South Park: Bigger Longer & Uncut ,81.0
Death at a Funeral ,87.0
Teenage Mutant Ninja Turtles III ,96.0
Hardball ,106.0
Silver Linings Playbook ,122.0
Freedom Writers ,123.0
For Colored Girls ,133.0
The Transporter ,92.0
Never Back Down ,110.0
The Rage: Carrie 2 ,104.0
The Bachelor             ,60.0
Away We Go ,98.0
Swing Vote ,120.0
Moonlight Mile ,112.0
Tinker Tailor Soldier Spy ,127.0
Molly ,102.0
The Beaver ,91.0
The Best Little Whorehouse in Texas ,114.0
eXistenZ ,115.0
Raiders of the Lost Ark ,115.0
Home Alone 2: Lost in New York ,120.0
Close Encounters of the Third Kind ,135.0
Pulse ,90.0
Beverly Hills Cop II ,100.0
Bringing Down the House ,105.0
The Silence of the Lambs ,138.0
Wayne's World ,94.0
Jackass 3D ,101.0
Jaws 2 ,131.0
Beverly Hills Chihuahua ,91.0
The Conjuring ,112.0
Are We There Yet? ,95.0
Tammy ,100.0
Disturbia ,105.0
School of Rock ,108.0
Mortal Kombat ,101.0
Wicker Park ,114.0
White Chicks ,109.0
The Descendants ,115.0
Holes ,117.0
The Last Song ,107.0
12 Years a Slave ,134.0
Drumline ,118.0
Why Did I Get Married Too? ,121.0
Edward Scissorhands ,105.0
Me Before You ,110.0
Madea's Witness Protection ,114.0
The French Connection ,104.0
Bad Moms ,100.0
Date Movie ,85.0
Return to Never Land ,72.0
Selma ,128.0
The Jungle Book 2 ,72.0
Boogeyman ,89.0
Premonition ,96.0
The Tigger Movie ,77.0
Orphan ,123.0
Max ,111.0
Meet the Browns             ,30.0
Epic Movie ,93.0
Conan the Barbarian ,129.0
Spotlight ,128.0
Lakeview Terrace ,110.0
The Grudge 2 ,137.0
How Stella Got Her Groove Back ,124.0
Bill & Ted's Bogus Journey ,93.0
Man of the Year ,115.0
The Black Hole ,98.0
The American ,105.0
Selena ,127.0
Vampires Suck ,82.0
Babel ,143.0
This Is Where I Leave You ,103.0
Doubt ,104.0
Team America: World Police ,98.0
Texas Chainsaw 3D ,92.0
Copycat ,123.0
Scary Movie 5 ,88.0
Paint Your Wagon ,158.0
Milk ,128.0
Risen ,107.0
Ghost Ship ,91.0
A Very Harold & Kumar 3D Christmas ,90.0
Wild Things ,115.0
The Stepfather ,101.0
The Debt ,113.0
High Fidelity ,113.0
One Missed Call ,87.0
Eye for an Eye ,101.0
The Bank Job ,111.0
Eternal Sunshine of the Spotless Mind ,108.0
You Again ,105.0
Street Kings ,109.0
The World's End ,109.0
Nancy Drew ,99.0
Daybreakers ,98.0
She's Out of My League ,104.0
Monte Carlo ,109.0
Stay Alive ,75.0
Quigley Down Under ,119.0
Alpha and Omega ,90.0
The Covenant ,97.0
Stick It ,103.0
Shorts ,89.0
To Die For ,106.0
Nerve ,96.0
Appaloosa ,115.0
Vampires ,104.0
Yu-Gi-Oh! Duel Monsters             ,24.0
Psycho ,108.0
My Best Friend's Girl ,112.0
Endless Love ,104.0
Georgia Rule ,113.0
Under the Rainbow ,98.0
Ladyhawke ,121.0
Simon Birch ,114.0
Reign Over Me ,124.0
Into the Wild ,148.0
School for Scoundrels ,108.0
Silent Hill: Revelation 3D ,95.0
From Dusk Till Dawn ,108.0
Pooh's Heffalump Movie ,68.0
Home for the Holidays ,103.0
Kung Fu Hustle ,99.0
Fired Up             ,30.0
The Country Bears ,88.0
The Kite Runner ,128.0
21 Grams ,124.0
Paparazzi ,84.0
Twilight ,122.0
A Guy Thing ,101.0
Loser ,98.0
Capitalism: A Love Story ,105.0
The Greatest Story Ever Told ,225.0
Secret in Their Eyes ,111.0
Disaster Movie ,88.0
Armored ,88.0
The Man Who Knew Too Little ,94.0
What's Your Number? ,117.0
Lockout ,95.0
Envy ,99.0
Crank: High Voltage ,96.0
Bullets Over Broadway ,98.0
One Night with the King ,123.0
The Quiet American ,101.0
The Weather Man ,102.0
Undisputed ,94.0
Ghost Town ,102.0
12 Rounds ,108.0
Let Me In ,116.0
3 Ninjas Kick Back ,93.0
Be Kind Rewind ,102.0
Mrs Henderson Presents ,103.0
Triple 9 ,115.0
Deconstructing Harry ,96.0
Three to Tango ,98.0
Burnt ,101.0
We're No Angels ,106.0
Everyone Says I Love You ,101.0
Death at a Funeral ,87.0
Death Sentence ,111.0
Everybody's Fine ,99.0
Superbabies: Baby Geniuses 2 ,88.0
The Man ,83.0
Code Name: The Cleaner ,91.0
Connie and Carla ,108.0
Sweet Charity ,154.0
Inherent Vice ,148.0
Doogal ,77.0
Battle of the Year ,110.0
Perception             ,42.0
An American Carol ,83.0
Machete Kills ,107.0
Willard ,100.0
Strange Wilderness ,87.0
Topsy-Turvy ,154.0
Little Boy ,106.0
A Dangerous Method ,99.0
A Scanner Darkly ,100.0
Chasing Mavericks ,116.0
Alone in the Dark ,94.0
Bandslam ,111.0
Birth ,100.0
A Most Violent Year ,125.0
Passchendaele ,114.0
Flash of Genius ,119.0
I'm Not There. ,135.0
The Cold Light of Day ,93.0
The Brothers Bloom ,114.0
"Synecdoche, New York ",124.0
Princess Mononoke ,134.0
Bon voyage ,114.0
Can't Stop the Music ,124.0
The Proposition ,104.0
Courage ,118.0
Marci X ,80.0
Equilibrium ,107.0
The Children of Huang Shi ,125.0
The Yards ,115.0
The Oogieloves in the Big Balloon Adventure ,88.0
By the Sea ,122.0
Steamboy ,103.0
The Game of Their Lives ,101.0
All Good Things ,101.0
Rapa Nui ,107.0
CJ7 ,86.0
Les couloirs du temps: Les visiteurs II ,118.0
Dylan Dog: Dead of Night ,107.0
People I Know ,100.0
The Doombolt Chase             ,30.0
The Tempest ,110.0
Regression ,106.0
The Touch ,7.0
Three Kingdoms: Resurrection of the Dragon ,102.0
Shattered ,98.0
Zambezia ,83.0
Ramanujan ,153.0
Dwegons and Leprechauns ,98.0
Hands of Stone ,105.0
Survivor ,96.0
The Frozen Ground ,105.0
The Painted Veil ,125.0
The Baader Meinhof Complex ,184.0
Dances with Wolves ,236.0
Bad Teacher ,97.0
Sea of Love ,113.0
A Cinderella Story ,95.0
Scream ,103.0
Thir13en Ghosts ,91.0
The Shining ,146.0
Back to the Future ,116.0
House on Haunted Hill ,93.0
I Can Do Bad All by Myself ,113.0
Fight Valley ,90.0
The Switch ,101.0
Just Married ,95.0
The Devil's Double ,109.0
"Gone, Baby, Gone             ",43.0
Thomas and the Magic Railroad ,85.0
The Crazies ,101.0
Spirited Away ,125.0
Firestorm ,118.0
The Bounty ,132.0
The Book Thief ,131.0
Sex Drive ,129.0
Leap Year ,100.0
The Fall of the Roman Empire ,172.0
Take Me Home Tonight ,97.0
Won't Back Down ,121.0
The Nutcracker ,92.0
Kansas City ,116.0
Indignation ,110.0
The Amityville Horror ,90.0
Adaptation. ,81.0
Land of the Dead ,97.0
Out of Inferno ,107.0
Fear and Loathing in Las Vegas ,118.0
The Invention of Lying ,100.0
Neighbors ,97.0
The Mask ,114.0
Big ,130.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,82.0
Legally Blonde ,96.0
Star Trek III: The Search for Spock ,105.0
The Exorcism of Emily Rose ,122.0
Deuce Bigalow: Male Gigolo ,88.0
Left Behind ,110.0
The Family Stone ,103.0
Barbershop 2: Back in Business ,106.0
Bad Santa ,98.0
Austin Powers: International Man of Mystery ,68.0
My Big Fat Greek Wedding 2 ,94.0
Diary of a Wimpy Kid: Rodrick Rules ,99.0
Predator ,107.0
Amadeus ,180.0
Prom Night ,89.0
Mean Girls ,97.0
Under the Tuscan Sun ,113.0
Gosford Park ,131.0
The O.C.             ,44.0
Peggy Sue Got Married ,103.0
Birdman or (The Unexpected Virtue of Ignorance) ,119.0
Blue Jasmine ,98.0
United 93 ,111.0
Honey ,94.0
Glory ,122.0
Spy Hard ,81.0
The Fog ,89.0
Soul Surfer ,106.0
Catch-22 ,122.0
Observe and Report ,86.0
Conan the Destroyer ,103.0
Raging Bull ,121.0
Love Happens ,109.0
Young Sherlock Holmes ,109.0
Fame ,123.0
127 Hours ,94.0
Small Time Crooks ,94.0
Center Stage ,115.0
Love the Coopers ,107.0
Catch That Kid ,91.0
Life as a House ,125.0
Steve Jobs ,122.0
"I Love You, Beth Cooper ",102.0
Youth in Revolt ,90.0
The Legend of the Lone Ranger ,98.0
The Tailor of Panama ,109.0
Blow Out ,107.0
Getaway ,90.0
The Ice Storm ,112.0
And So It Goes ,94.0
Troop Beverly Hills ,105.0
Being Julia ,104.0
9½ Weeks ,112.0
Dragonslayer ,108.0
The Last Station ,112.0
Ed Wood ,127.0
Labor Day ,111.0
Mongol: The Rise of Genghis Khan ,126.0
RocknRolla ,114.0
Megaforce ,99.0
Hamlet ,150.0
Mao's Last Dancer ,117.0
Midnight Special ,112.0
Anything Else ,108.0
The Railway Man ,116.0
Unforgettable             ,60.0
The White Ribbon ,144.0
Restoration ,92.0
The Wraith ,93.0
The Salton Sea ,103.0
Metallica Through the Never ,93.0
The Informers ,98.0
Carlos             ,334.0
I Come with the Rain ,114.0
One Man's Hero ,121.0
Day of the Dead ,87.0
I Am Wrath ,92.0
Renaissance ,105.0
Forsaken ,90.0
Red Sonja ,89.0
Red Lights ,114.0
Superbad ,119.0
Madea Goes to Jail ,103.0
Wolves ,91.0
Step Up 2: The Streets ,98.0
Hoodwinked! ,80.0
Hotel Rwanda ,121.0
Hitman ,94.0
Black Nativity ,93.0
The Prince ,93.0
City of Ghosts ,116.0
The Others ,101.0
Aliens ,154.0
My Fair Lady ,170.0
I Know What You Did Last Summer ,99.0
Let's Be Cops ,104.0
Sideways ,126.0
Beerfest ,110.0
Halloween ,101.0
Hero ,80.0
Good Boy! ,87.0
The Best Man Holiday ,123.0
Smokin' Aces ,109.0
Saw 3D: The Final Chapter ,90.0
40 Days and 40 Nights ,96.0
TRON: Legacy ,125.0
A Night at the Roxbury ,82.0
Beastly ,86.0
The Hills Have Eyes ,108.0
Dickie Roberts: Former Child Star ,98.0
"McFarland, USA ",129.0
Lottery Ticket ,99.0
ATL ,105.0
Pitch Perfect ,112.0
Summer Catch ,108.0
A Simple Plan ,121.0
They ,89.0
Larry the Cable Guy: Health Inspector ,89.0
The Adventures of Elmo in Grouchland ,73.0
Brooklyn's Finest ,132.0
55 Days at Peking ,154.0
Evil Dead ,96.0
My Life in Ruins ,98.0
American Dreamz ,107.0
Superman IV: The Quest for Peace ,134.0
How She Move ,94.0
Running Scared ,122.0
Bobby Jones: Stroke of Genius ,128.0
Shanghai Surprise ,97.0
The Illusionist ,110.0
Roar ,102.0
Veronica Guerin ,98.0
Escobar: Paradise Lost ,120.0
Southland Tales ,160.0
Dragon Hunters ,80.0
Damnation Alley ,91.0
The Apparition ,83.0
My Girl ,102.0
Fur: An Imaginary Portrait of Diane Arbus ,122.0
The Illusionist ,110.0
Wall Street ,126.0
Sense and Sensibility ,136.0
Becoming Jane ,120.0
Sydney White ,108.0
House of Sand and Fog ,126.0
Dead Poets Society ,128.0
Dumb & Dumber ,113.0
When Harry Met Sally... ,89.0
The Verdict ,129.0
Road Trip ,94.0
Varsity Blues ,106.0
The Artist ,100.0
The Unborn ,89.0
Moonrise Kingdom ,94.0
The Texas Chainsaw Massacre: The Beginning ,83.0
The Young Messiah ,111.0
The Master of Disguise ,80.0
Pan's Labyrinth ,112.0
The Messengers             ,60.0
See Spot Run ,94.0
Baby Boy ,130.0
The Roommate ,91.0
Joe Dirt ,91.0
Double Impact ,110.0
Hot Fuzz ,121.0
The Women ,114.0
Vicky Cristina Barcelona ,96.0
Arn: The Knight Templar ,270.0
Bad Moms ,100.0
Boys and Girls ,94.0
White Oleander ,109.0
Jennifer's Body ,107.0
Drowning Mona ,96.0
Radio Days ,88.0
Left Behind ,110.0
Remember Me ,113.0
How to Deal ,101.0
My Stepmother Is an Alien ,105.0
Philadelphia ,125.0
The Thirteenth Floor ,100.0
The Cookout ,97.0
Meteor ,108.0
Duets ,112.0
Hollywood Ending ,112.0
Detroit Rock City ,95.0
Highlander ,110.0
Things We Lost in the Fire ,118.0
Steel ,97.0
The Immigrant ,120.0
The White Countess ,135.0
Trance ,101.0
Soul Plane ,92.0
Welcome to the Sticks ,106.0
Good ,92.0
Enter the Void ,161.0
Vamps ,92.0
Hachi: A Dog's Tale ,93.0
Zulu ,110.0
The Homesman ,122.0
Juwanna Mann ,91.0
Lilyhammer             ,45.0
Ararat ,115.0
Madison ,94.0
Slow Burn ,93.0
Wasabi ,94.0
Slither ,95.0
Beverly Hills Cop ,105.0
Home Alone ,103.0
3 Men and a Baby ,102.0
Tootsie ,116.0
Top Gun ,110.0
"Crouching Tiger, Hidden Dragon ",120.0
American Beauty ,122.0
The King's Speech ,118.0
Twins ,107.0
Scream: The TV Series             ,45.0
The Yellow Handkerchief ,102.0
The Color Purple ,154.0
Tidal Wave ,103.0
Ben-Hur ,141.0
The Imitation Game ,114.0
Private Benjamin ,109.0
Coal Miner's Daughter ,124.0
Diary of a Wimpy Kid ,94.0
Mama ,100.0
Halloween ,101.0
National Lampoon's Vacation ,98.0
Bad Grandpa ,102.0
The Queen ,94.0
Beetlejuice ,92.0
Why Did I Get Married? ,113.0
Little Women ,115.0
The Woman in Black ,95.0
When a Stranger Calls ,87.0
Big Fat Liar ,88.0
The Deer Hunter ,183.0
Wag the Dog ,97.0
The Lizzie McGuire Movie ,94.0
Snitch ,112.0
Krampus ,98.0
The Faculty ,104.0
What's Love Got to Do with It ,118.0
Cop Land ,120.0
Not Another Teen Movie ,99.0
End of Watch ,109.0
Aloha ,105.0
The Skulls ,106.0
The Theory of Everything ,123.0
Malibu's Most Wanted ,86.0
Where the Heart Is ,120.0
Lawrence of Arabia ,227.0
Halloween II ,119.0
Wild ,115.0
The Last House on the Left ,114.0
The Wedding Date ,90.0
Halloween: Resurrection ,94.0
Clash of the Titans ,106.0
The Princess Bride ,98.0
The Great Debaters ,126.0
Drive ,100.0
Confessions of a Teenage Drama Queen ,89.0
The Object of My Affection ,111.0
28 Weeks Later ,100.0
When the Game Stands Tall ,115.0
Because of Winn-Dixie ,106.0
Love & Basketball ,124.0
Grosse Pointe Blank ,107.0
All About Steve ,99.0
Book of Shadows: Blair Witch 2 ,90.0
The Craft ,101.0
Match Point ,119.0
Ramona and Beezus ,103.0
The Remains of the Day ,134.0
Boogie Nights ,155.0
Nowhere to Run ,94.0
Flicka ,95.0
The Hills Have Eyes II ,89.0
Urban Legends: Final Cut ,97.0
Tuck Everlasting ,90.0
The Marine ,92.0
Keanu ,100.0
Country Strong ,117.0
Disturbing Behavior ,84.0
The Place Beyond the Pines ,140.0
The November Man ,108.0
Eye of the Beholder ,109.0
The Hurt Locker ,131.0
Firestarter ,114.0
Killing Them Softly ,97.0
A Most Wanted Man ,122.0
Freddy Got Fingered ,87.0
The Pirates Who Don't Do Anything: A VeggieTales Movie ,85.0
U2 3D ,85.0
Highlander: Endgame ,101.0
Idlewild ,121.0
One Day ,107.0
Whip It ,111.0
Knockaround Guys ,92.0
Confidence ,97.0
The Muse ,97.0
De-Lovely ,125.0
New York Stories ,124.0
Barney's Great Adventure ,76.0
The Man with the Iron Fists ,107.0
Home Fries ,91.0
Here on Earth ,96.0
Brazil ,142.0
Raise Your Voice ,103.0
The Dead Zone             ,60.0
The Big Lebowski ,117.0
Black Snake Moan ,116.0
Dark Blue ,118.0
A Mighty Heart ,108.0
Whatever It Takes ,94.0
Boat Trip ,97.0
The Importance of Being Earnest ,97.0
The Love Letter ,99.0
Hoot ,91.0
In Bruges ,107.0
Peeples ,95.0
The Rocker ,102.0
Post Grad ,88.0
Promised Land ,106.0
Whatever Works ,92.0
The In Crowd ,105.0
Three Burials ,107.0
Jakob the Liar ,120.0
Kiss Kiss Bang Bang ,103.0
Idle Hands ,92.0
Mulholland Drive ,147.0
Blood and Chocolate ,98.0
You Will Meet a Tall Dark Stranger ,98.0
Never Let Me Go ,103.0
The Company             ,286.0
Transsiberian ,111.0
The Clan of the Cave Bear ,98.0
Crazy in Alabama ,111.0
Funny Games ,111.0
Listening ,100.0
Felicia's Journey ,116.0
Metropolis ,145.0
District B13 ,84.0
Things to Do in Denver When You're Dead ,115.0
The Assassin ,105.0
Buffalo Soldiers ,98.0
The Return ,99.0
Ong-bak 2 ,110.0
Centurion ,97.0
Silent Trigger ,88.0
The Midnight Meat Train ,103.0
Winnie Mandela ,104.0
The Son of No One ,90.0
All the Queen's Men ,105.0
The Good Night ,93.0
Bathory: Countess of Blood ,141.0
Khumba ,85.0
Automata ,109.0
Dungeons & Dragons: Wrath of the Dragon God ,105.0
Chiamatemi Francesco - Il Papa della gente ,98.0
Shinjuku Incident ,119.0
Pandaemonium ,124.0
Groundhog Day ,101.0
Magic Mike XXL ,115.0
Romeo + Juliet ,120.0
Sarah's Key ,111.0
Freedom ,94.0
Unforgiven ,131.0
Manderlay ,139.0
Slumdog Millionaire ,120.0
Fatal Attraction ,119.0
Pretty Woman ,125.0
Towering Inferno             ,65.0
Crocodile Dundee II ,108.0
Broken Horses ,101.0
Born on the Fourth of July ,145.0
Cool Runnings ,98.0
My Bloody Valentine ,101.0
The Possession ,92.0
First Blood ,93.0
Stomp the Yard ,109.0
The Spy Who Loved Me ,123.0
Ghost Hunters             ,60.0
Urban Legend ,99.0
Dangerous Liaisons ,119.0
Good Deeds ,110.0
White Fang ,107.0
Superstar ,81.0
The Iron Lady ,105.0
Jonah: A VeggieTales Movie ,82.0
Poetic Justice ,109.0
All About the Benjamins ,95.0
Vampire in Brooklyn ,100.0
Exorcist II: The Heretic ,118.0
An American Haunting ,91.0
My Boss's Daughter ,90.0
A Perfect Getaway ,108.0
Our Family Wedding ,103.0
Dead Man on Campus ,96.0
Tea with Mussolini ,117.0
Thinner ,93.0
"New York, New York ",136.0
Crooklyn ,115.0
I Think I Love My Wife ,94.0
Jason X ,85.0
Big Fat Liar ,88.0
Bobby ,112.0
Head Over Heels ,86.0
Fun Size ,86.0
The Diving Bell and the Butterfly ,112.0
Little Children ,137.0
Gossip ,90.0
A Walk on the Moon ,107.0
Catch a Fire ,98.0
Soul Survivors ,84.0
Jefferson in Paris ,139.0
Easy Virtue ,97.0
Caravans ,127.0
Mr. Turner ,150.0
Wild Grass ,104.0
Amen. ,132.0
Reign of Assassins ,117.0
The Lucky Ones ,115.0
Margaret ,186.0
Stan Helsing ,90.0
Flipped ,90.0
Brokeback Mountain ,134.0
Teenage Mutant Ninja Turtles ,101.0
Clueless ,97.0
Far from Heaven ,107.0
Hot Tub Time Machine 2 ,99.0
Dekalog             ,55.0
Quills ,124.0
Seven Psychopaths ,110.0
The Caveman's Valentine ,105.0
The Border             ,41.0
Downfall ,178.0
The Sea Inside ,125.0
Under the Skin ,108.0
"Good Morning, Vietnam ",121.0
The Last Godfather ,100.0
Justin Bieber: Never Say Never ,115.0
Black Swan ,108.0
RoboCop ,117.0
The Godfather: Part II ,220.0
Save the Last Dance ,112.0
A Nightmare on Elm Street 4: The Dream Master ,99.0
Miracles from Heaven ,109.0
"Dude, Where's My Car? ",83.0
Young Guns ,107.0
St. Vincent ,102.0
About Last Night ,100.0
10 Things I Hate About You ,97.0
The New Guy ,92.0
Loaded Weapon 1 ,84.0
The Shallows ,86.0
The Butterfly Effect ,120.0
Snow Day ,89.0
This Christmas ,117.0
Baby Geniuses ,97.0
The Big Hit ,91.0
Harriet the Spy ,100.0
Child's Play 2 ,72.0
No Good Deed ,84.0
The Mist ,126.0
Ex Machina ,108.0
Being John Malkovich ,112.0
Two Can Play That Game ,90.0
Earth to Echo ,91.0
Crazy/Beautiful ,135.0
Letters from Iwo Jima ,141.0
The Astronaut Farmer ,104.0
Woo ,84.0
Room ,118.0
Dirty Work ,82.0
Serial Mom ,95.0
Dick ,94.0
Del 1 - Män som hatar kvinnor             ,88.0
Light It Up ,99.0
54 ,121.0
Bubble Boy ,84.0
Birthday Girl ,93.0
21 & Over ,93.0
"Paris, je t'aime ",120.0
Resurrecting the Champ ,112.0
Admission ,107.0
The Widow of Saint-Pierre ,112.0
Chloe ,96.0
Faithful ,91.0
Brothers ,105.0
Find Me Guilty ,125.0
The Perks of Being a Wallflower ,102.0
Excessive Force ,87.0
Infamous ,118.0
The Claim ,115.0
The Vatican Tapes ,91.0
Attack the Block ,88.0
In the Land of Blood and Honey ,127.0
The Call ,94.0
Operation Chromite ,115.0
The Crocodile Hunter: Collision Course ,90.0
I Love You Phillip Morris ,102.0
Quest for Fire ,100.0
Antwone Fisher ,117.0
The Emperor's Club ,109.0
True Romance ,121.0
Womb ,111.0
Glengarry Glen Ross ,100.0
The Killer Inside Me ,109.0
Cat People ,93.0
Sorority Row ,101.0
The Prisoner of Zenda ,101.0
Lars and the Real Girl ,106.0
The Boy in the Striped Pajamas ,94.0
Dancer in the Dark ,140.0
Oscar and Lucinda ,132.0
The Funeral ,99.0
Solitary Man ,90.0
Machete ,105.0
Casino Jack ,108.0
The Land Before Time ,69.0
Tae Guk Gi: The Brotherhood of War ,148.0
The Perfect Game ,118.0
The Exorcist ,132.0
Jaws ,130.0
American Pie ,95.0
Ernest & Celestine ,80.0
The Golden Child ,94.0
Think Like a Man ,122.0
Barbershop ,102.0
Star Trek II: The Wrath of Khan ,116.0
Ace Ventura: Pet Detective ,78.0
WarGames ,114.0
Witness ,112.0
Act of Valor ,110.0
Step Up ,104.0
Beavis and Butt-Head Do America ,81.0
Jackie Brown ,154.0
Harold & Kumar Escape from Guantanamo Bay ,102.0
Chronicle ,89.0
Yentl ,132.0
Time Bandits ,103.0
Crossroads ,93.0
Project X ,93.0
Patton ,172.0
One Hour Photo ,96.0
Quarantine ,89.0
The Eye ,92.0
Johnson Family Vacation ,97.0
How High ,93.0
The Muppet Christmas Carol ,89.0
Casino Royale ,144.0
Frida ,123.0
Katy Perry: Part of Me ,93.0
The Fault in Our Stars ,133.0
Rounders ,121.0
Top Five ,102.0
Prophecy ,102.0
Stir of Echoes ,99.0
Spartacus: War of the Damned             ,55.0
Philomena ,98.0
The Upside of Anger ,118.0
The Boys from Brazil ,125.0
Aquamarine ,104.0
Paper Towns ,109.0
My Baby's Daddy ,86.0
Nebraska ,115.0
Tales from the Crypt: Demon Knight ,92.0
Max Keeble's Big Move ,91.0
Young Adult ,94.0
Crank ,93.0
How to Be a Player ,93.0
Living Out Loud ,100.0
Just Wright ,100.0
Rachel Getting Married ,113.0
The Postman Always Rings Twice ,122.0
Girl with a Pearl Earring ,100.0
Das Boot ,293.0
The Alamo ,137.0
Sorority Boys ,93.0
About Time ,123.0
House of Flying Daggers ,119.0
Arbitrage ,107.0
Project Almanac ,106.0
Cadillac Records ,109.0
Screwed ,81.0
Fortress ,95.0
For Your Consideration ,86.0
Celebrity ,113.0
Running with Scissors ,122.0
From Justin to Kelly ,90.0
Girl 6 ,108.0
In the Cut ,113.0
Two Lovers ,110.0
Last Orders ,109.0
The Host ,110.0
The Pursuit of D.B. Cooper ,100.0
Ravenous ,101.0
Charlie Bartlett ,97.0
The Great Beauty ,172.0
The Dangerous Lives of Altar Boys ,104.0
Stoker ,99.0
2046 ,129.0
Married Life ,91.0
Duma ,100.0
Ondine ,111.0
Brother ,114.0
Welcome to Collinwood ,86.0
Critical Care ,107.0
The Life Before Her Eyes ,90.0
Darling Companion ,103.0
Trade ,120.0
Fateless ,134.0
Breakfast of Champions ,110.0
"A Woman, a Gun and a Noodle Shop ",95.0
Cypher ,95.0
City of Life and Death ,132.0
Home ,94.0
Legend of Kung Fu Rabbit ,89.0
Space Battleship Yamato ,138.0
5 Days of War ,113.0
Triangle ,99.0
10 Days in a Madhouse ,111.0
Heaven Is for Real ,99.0
Snatch ,104.0
Dancin' It's On ,89.0
Pet Sematary ,103.0
Madadayo ,134.0
The Cry of the Owl ,100.0
A Tale of Three Cities ,130.0
Gremlins ,106.0
Star Wars: Episode IV - A New Hope ,125.0
Dirty Grandpa ,109.0
Doctor Zhivago ,200.0
Trash ,114.0
High School Musical 3: Senior Year ,112.0
The Fighter ,116.0
Jackass Number Two ,92.0
My Cousin Vinny ,120.0
If I Stay ,107.0
Drive Hard ,92.0
Major League ,107.0
St. Trinian's ,100.0
Phone Booth ,81.0
A Walk to Remember ,101.0
Dead Man Walking ,122.0
Cruel Intentions ,97.0
Saw VI ,92.0
History of the World: Part I ,92.0
The Secret Life of Bees ,110.0
Corky Romano ,86.0
Raising Cain ,91.0
F.I.S.T. ,145.0
Invaders from Mars ,100.0
Brooklyn ,111.0
Barry Lyndon ,184.0
Out Cold ,89.0
The Ladies Man ,84.0
Quartet ,98.0
Tomcats ,95.0
Frailty ,100.0
Woman in Gold ,109.0
Kinsey ,118.0
Army of Darkness ,88.0
Slackers ,86.0
What's Eating Gilbert Grape ,118.0
The Visual Bible: The Gospel of John ,125.0
Vera Drake ,125.0
The Guru ,94.0
The Perez Family ,113.0
Inside Llewyn Davis ,104.0
O ,95.0
Return to the Blue Lagoon ,102.0
The Molly Maguires ,124.0
Romance & Cigarettes ,105.0
Copying Beethoven ,104.0
Poltergeist ,120.0
Brighton Rock ,111.0
Saw V ,95.0
Machine Gun McCain ,96.0
LOL ,97.0
Jindabyne ,118.0
Kabhi Alvida Naa Kehna ,193.0
An Ideal Husband ,97.0
The Last Days on Mars ,98.0
Darkness ,103.0
2001: A Space Odyssey ,161.0
E.T. the Extra-Terrestrial ,120.0
In the Land of Women ,97.0
The Blue Butterfly ,97.0
There Goes My Baby ,99.0
Lovesick             ,24.0
Housefull ,144.0
September Dawn ,111.0
